Word,Answer,Score,Occurrence,Green,Yellow,Weighted Sum
fecht,FALSE,4778402,2757,715,2042,1736
hocus,FALSE,4778048,2575,522,2053,1548.5
pikas,FALSE,4777784,2722,555,2167,1638.5
thing,TRUE,4777369,2543,782,1761,1662.5
trump,TRUE,4777180,2605,705,1900,1655
spank,TRUE,4777114,2625,1029,1596,1827
flocs,FALSE,4776923,2594,769,1825,1681.5
porks,FALSE,4776791,2676,675,2001,1675.5
yamun,FALSE,4776635,2631,583,2048,1607
ludic,FALSE,4776584,2570,538,2032,1554
herse,FALSE,4776220,2890,1069,1821,1979.5
scowl,TRUE,4776123,2581,831,1750,1706
ankus,FALSE,4776033,2736,358,2378,1547
grody,FALSE,4775970,2597,1059,1538,1828
scuba,TRUE,4775782,2699,659,2040,1679
panko,FALSE,4775742,2680,698,1982,1689
odism,FALSE,4775171,2606,540,2066,1573
bosun,FALSE,4775062,2565,744,1821,1654.5
munis,FALSE,4775050,2570,626,1944,1598
dried,TRUE,4775018.5,2910,1080,1830,1995
tupek,FALSE,4774959,2728,824,1904,1776
roral,FALSE,4774929,3067,866,2201,1966.5
awdls,FALSE,4774837,2739,458,2281,1598.5
picul,FALSE,4774520,2546,638,1908,1592
hokey,FALSE,4774178,2727,1042,1685,1884.5
eared,FALSE,4774097,3172,975,2197,2073.5
murid,FALSE,4773807,2609,732,1877,1670.5
wacke,FALSE,4773412,2809,922,1887,1865.5
james,FALSE,4773299,2908,739,2169,1823.5
bogey,FALSE,4773127,2713,1201,1512,1957
ratan,FALSE,4773074,2963,813,2150,1888
frank,TRUE,4772765,2705,1005,1700,1855
scudo,FALSE,4772155,2566,698,1868,1632
phyla,FALSE,4771626,2699,541,2158,1620
machi,FALSE,4771609,2681,506,2175,1593.5
splog,FALSE,4771482,2585,712,1873,1648.5
glops,FALSE,4771352,2585,646,1939,1615.5
cymas,FALSE,4771317,2690,481,2209,1585.5
docus,FALSE,4771313,2566,564,2002,1565
scamp,TRUE,4770802,2619,837,1782,1728
mocha,TRUE,4770569,2707,534,2173,1620.5
cozen,FALSE,4770510,2762,936,1826,1849
vinos,FALSE,4770433,2637,552,2085,1594.5
mobey,FALSE,4770227,2711,1125,1586,1918
flags,FALSE,4770165,2682,756,1926,1719
scrub,TRUE,4770150,2627,662,1965,1644.5
crimp,TRUE,4769954,2576,855,1721,1715.5
sials,FALSE,4769556,2822,1073,1749,1947.5
seame,FALSE,4769507,2881,1407,1474,2144
docht,FALSE,4769289,2537,727,1810,1632
penks,FALSE,4769222,2772,614,2158,1693
chang,FALSE,4769213,2586,872,1714,1729
dirks,FALSE,4769042,2674,567,2107,1620.5
aglee,FALSE,4769039,2913,1007,1906,1960
lofty,TRUE,4768760,2612,895,1717,1753.5
maiks,FALSE,4768628,2674,768,1906,1721
khans,FALSE,4768342,2658,689,1969,1673.5
minus,TRUE,4768022,2570,566,2004,1568
munge,FALSE,4767890,2661,932,1729,1796.5
maund,FALSE,4767875,2584,876,1708,1730
baked,FALSE,4767732,2804,925,1879,1864.5
schul,FALSE,4767612,2550,653,1897,1601.5
vints,FALSE,4766563,2631,559,2072,1595
ketch,FALSE,4766402,2752,664,2088,1708
tuart,FALSE,4766366,2870,1047,1823,1958.5
hudna,FALSE,4766281,2665,576,2089,1620.5
powan,FALSE,4766078,2672,740,1932,1706
subah,FALSE,4766032,2630,911,1719,1770.5
bench,TRUE,4765961,2700,845,1855,1772.5
bourd,FALSE,4765948,2604,887,1717,1745.5
flams,FALSE,4765347,2680,748,1932,1714
parky,FALSE,4764833,2711,1028,1683,1869.5
lungi,FALSE,4764603,2602,500,2102,1551
gursh,FALSE,4764522,2591,774,1817,1682.5
ganch,FALSE,4764140,2586,849,1737,1717.5
coups,FALSE,4763966,2542,728,1814,1635
sulfo,FALSE,4763850,2603,757,1846,1680
adown,FALSE,4763783,2696,560,2136,1628
sisal,FALSE,4763782,2822,967,1855,1894.5
misdo,FALSE,4763530,2606,516,2090,1561
lying,TRUE,4763411,2562,600,1962,1581
ponds,FALSE,4763230,2557,665,1892,1611
chaft,FALSE,4762702,2610,937,1673,1773.5
hinds,FALSE,4762216,2564,515,2049,1539.5
bliny,FALSE,4762167,2529,1186,1343,1857.5
ephod,FALSE,4761949,2824,392,2432,1608
fonda,FALSE,4761436,2709,687,2022,1698
petre,FALSE,4761335,2906,1071,1835,1988.5
felch,FALSE,4761264,2738,781,1957,1759.5
incog,FALSE,4761034,2618,350,2268,1484
hymen,TRUE,4760723,2700,601,2099,1650.5
shoyu,FALSE,4760574,2544,758,1786,1651
soupy,FALSE,4760088,2511,1224,1287,1867.5
boree,FALSE,4759511,2833,1357,1476,2095
kaims,FALSE,4759386,2674,694,1980,1684
dicty,FALSE,4759219,2549,872,1677,1710.5
chive,FALSE,4758986,2679,1078,1601,1878.5
makos,FALSE,4758759,2700,591,2109,1645.5
lingy,FALSE,4758743,2562,869,1693,1715.5
kagos,FALSE,4758727,2702,559,2143,1630.5
radix,FALSE,4758671,2800,650,2150,1725
mease,FALSE,4758509,2881,1251,1630,2066
diwan,FALSE,4758329,2670,632,2038,1651
tichy,FALSE,4758182,2558,799,1759,1678.5
salat,FALSE,4758030,2842,1198,1644,2020
satis,FALSE,4758018,2841,975,1866,1908
navew,FALSE,4758010,2858,725,2133,1791.5
nazis,FALSE,4757925,2759,546,2213,1652.5
trist,FALSE,4757781,2769,1106,1663,1937.5
mutha,FALSE,4757653,2710,496,2214,1603
enter,TRUE,4757338,3110,800,2310,1955
wisha,FALSE,4757265,2747,457,2290,1602
yukes,FALSE,4756436,2750,558,2192,1654
gives,FALSE,4756381,2770,720,2050,1745
ngoma,FALSE,4756269,2730,425,2305,1577.5
jutes,FALSE,4756246,2825,671,2154,1748
kheda,FALSE,4755690,2916,474,2442,1695
bonus,TRUE,4755503,2565,709,1856,1637
machs,FALSE,4755115,2652,531,2121,1591.5
laded,FALSE,4755036.5,2983,903,2080,1943
using,TRUE,4754863,2572,538,2034,1555
curbs,FALSE,4754722,2627,607,2020,1617
nikah,FALSE,4754679,2687,553,2134,1620
prink,FALSE,4754669,2582,970,1612,1776
scody,FALSE,4754633,2526,1083,1443,1804.5
tocks,FALSE,4754367,2608,575,2033,1591.5
umbel,FALSE,4753986,2726,602,2124,1664
salts,FALSE,4753484,2842,957,1885,1899.5
sorra,FALSE,4753414,3037,1024,2013,2030.5
wecht,FALSE,4753077,2744,662,2082,1703
roots,FALSE,4752770,2795,803,1992,1799
ratoo,FALSE,4752457,3086,710,2376,1898
wilco,FALSE,4752165,2610,607,2003,1608.5
there,TRUE,4751820.5,2939,1046,1893,1992.5
totes,FALSE,4751624,3014,893,2121,1953.5
yoked,FALSE,4751604,2718,733,1985,1725.5
ceres,FALSE,4751506,2959,957,2002,1958
unpeg,FALSE,4751414,2709,537,2172,1623
midge,TRUE,4751360,2671,884,1787,1777.5
pandy,FALSE,4751272,2592,1018,1574,1805
clows,FALSE,4751118,2581,704,1877,1642.5
fused,FALSE,4750884,2708,838,1870,1773
gaups,FALSE,4750807,2630,670,1960,1650
fusil,FALSE,4750736,2577,716,1861,1646.5
garre,FALSE,4750531,3102,1158,1944,2130
shrug,TRUE,4750485,2591,796,1795,1693.5
glaum,FALSE,4750380,2612,747,1865,1679.5
drier,TRUE,4750343,2910,1174,1736,2042
cauks,FALSE,4749785,2634,758,1876,1696
knurs,FALSE,4749687,2664,460,2204,1562
albee,FALSE,4749684,2880,1141,1739,2010.5
hanks,FALSE,4749596,2658,603,2055,1630.5
downa,FALSE,4749093,2696,662,2034,1679
ensky,FALSE,4748838,2843,658,2185,1750.5
shiva,FALSE,4748710,2702,886,1816,1794
ducts,FALSE,4748585,2560,528,2032,1544
owche,FALSE,4748464,2750,593,2157,1671.5
lungs,FALSE,4748109,2573,525,2048,1549
flics,FALSE,4747723,2568,791,1777,1679.5
luxes,FALSE,4747480,2816,640,2176,1728
sculp,FALSE,4747462,2517,789,1728,1653
plims,FALSE,4747251,2557,713,1844,1635
blady,FALSE,4747186,2611,1114,1497,1862.5
imbue,TRUE,4747098,2725,635,2090,1680
golps,FALSE,4746787,2585,592,1993,1588.5
mulct,FALSE,4746629,2518,810,1708,1664
sades,FALSE,4746591,2953,1099,1854,2026
unbed,FALSE,4746489,2700,613,2087,1656.5
viand,FALSE,4746358,2625,852,1773,1738.5
fands,FALSE,4745982,2654,684,1970,1669
fitly,FALSE,4745736,2586,975,1611,1780.5
campi,FALSE,4745679,2648,624,2024,1636
boaks,FALSE,4745547,2669,850,1819,1759.5
cowls,FALSE,4745396,2581,701,1880,1641
gilds,FALSE,4745226,2583,534,2049,1558.5
exult,TRUE,4745152,2865,666,2199,1765.5
ceroc,FALSE,4744324.5,3014,766,2248,1890
bangs,FALSE,4744153,2644,728,1916,1686
endow,TRUE,4744119,2843,383,2460,1613
sicko,FALSE,4744079,2588,737,1851,1662.5
biped,FALSE,4743716,2686,869,1817,1777.5
duvet,TRUE,4743691,2699,917,1782,1808
spawn,TRUE,4743554,2617,889,1728,1753
towsy,FALSE,4743173,2569,989,1580,1779
taint,TRUE,4743022,2773,1154,1619,1963.5
plong,FALSE,4742892,2517,810,1707,1663.5
danks,FALSE,4742861,2649,645,2004,1647
surer,TRUE,4742708,2968,1245,1723,2106.5
loxed,FALSE,4742648,2784,815,1969,1799.5
tacky,TRUE,4742409,2643,928,1715,1785.5
child,TRUE,4742376,2492,888,1604,1690
quail,TRUE,4742238,2690,830,1860,1760
coved,FALSE,4742116,2696,962,1734,1829
coxal,FALSE,4742114,2715,808,1907,1761.5
brush,TRUE,4741927,2558,915,1643,1736.5
sylva,FALSE,4741360,2741,611,2130,1676
milds,FALSE,4740954,2581,526,2055,1553.5
losel,FALSE,4740480,2995,921,2074,1958
rewax,FALSE,4740450,3033,544,2489,1788.5
clonk,FALSE,4740330,2521,938,1583,1729.5
palmy,FALSE,4739928,2618,990,1628,1804
jodel,FALSE,4739839,2774,848,1926,1811
sines,FALSE,4739807,2871,1061,1810,1966
humas,FALSE,4739519,2661,515,2146,1588
bydes,FALSE,4739267,2728,625,2103,1676.5
eagre,FALSE,4739091,3102,1019,2083,2060.5
bodge,FALSE,4738841,2666,1027,1639,1846.5
fyces,FALSE,4738794,2746,569,2177,1657.5
makis,FALSE,4738739,2674,617,2057,1645.5
yowed,FALSE,4738340,2710,747,1963,1728.5
dormy,FALSE,4737803,2595,985,1610,1790
vinca,FALSE,4737799,2703,600,2103,1651.5
arvee,FALSE,4737745,2951,1199,1752,2075
roars,FALSE,4737004,3037,879,2158,1958
ympes,FALSE,4736742,2735,456,2279,1595.5
badly,TRUE,4736533,2611,1078,1533,1844.5
tenno,FALSE,4736388.5,2946,770,2176,1858
frogs,FALSE,4736252,2635,759,1876,1697
troll,TRUE,4736061,2825,978,1847,1901.5
geums,FALSE,4735957,2729,626,2103,1677.5
welch,TRUE,4735939,2725,728,1997,1726.5
shift,TRUE,4735438,2518,1064,1454,1791
knout,FALSE,4735053,2549,686,1863,1617.5
lisle,FALSE,4734839,2969,956,2013,1962.5
copsy,FALSE,4734827,2502,1070,1432,1786
potch,FALSE,4734678,2513,823,1690,1668
snies,FALSE,4734415,2871,1073,1798,1972
warks,FALSE,4734218,2760,641,2119,1700.5
kamis,FALSE,4734119,2674,579,2095,1626.5
study,TRUE,4734087,2529,1041,1488,1785
oxide,TRUE,4734019,2783,814,1969,1798.5
rises,FALSE,4734011,3158,741,2417,1949.5
dawns,FALSE,4733639,2641,659,1982,1650
solas,FALSE,4733546,2848,956,1892,1902
brack,FALSE,4733513,2663,1012,1651,1837.5
ameer,FALSE,4733495.5,3100,886,2214,1993
izard,FALSE,4733364,2798,613,2185,1705.5
eughs,FALSE,4733245,2810,389,2421,1599.5
nobly,TRUE,4733215,2555,899,1656,1727
ganof,FALSE,4733168,2639,716,1923,1677.5
kythe,FALSE,4732970,2721,606,2115,1663.5
dumas,FALSE,4732784,2652,557,2095,1604.5
bunts,FALSE,4732775,2559,673,1886,1616
bigot,TRUE,4732711,2554,827,1727,1690.5
stoas,FALSE,4732694,2867,886,1981,1876.5
bauds,FALSE,4732455,2621,747,1874,1684
ampul,FALSE,4732090,2658,475,2183,1566.5
ohing,FALSE,4731949,2549,674,1875,1611.5
rownd,FALSE,4731892,2624,710,1914,1667
stell,FALSE,4731356,2989,938,2051,1963.5
perse,FALSE,4731328,2857,1142,1715,1999.5
lurer,FALSE,4731226,2998,967,2031,1982.5
gonys,FALSE,4731052,2558,572,1986,1565
joual,FALSE,4730814,2714,783,1931,1748.5
joled,FALSE,4730730,2774,847,1927,1810.5
fauve,FALSE,4730216,2778,1075,1703,1926.5
azurn,FALSE,4730050,2788,590,2198,1689
daubs,FALSE,4730005,2621,640,1981,1630.5
blond,TRUE,4729995,2508,918,1590,1713
mashy,FALSE,4729593,2621,883,1738,1752
groks,FALSE,4729402,2630,717,1913,1673.5
pokey,FALSE,4729286,2694,1115,1579,1904.5
fumet,FALSE,4729193,2685,954,1731,1819.5
camps,FALSE,4729185,2619,649,1970,1634
calix,FALSE,4729114,2689,780,1909,1734.5
bolds,FALSE,4728435,2576,669,1907,1622.5
aphid,TRUE,4727919,2651,487,2164,1569
deter,TRUE,4727861,2930,994,1936,1962
birch,TRUE,4727624,2578,829,1749,1703.5
flume,TRUE,4727539,2666,994,1672,1830
barer,FALSE,4727270,3069,1170,1899,2119.5
ditch,TRUE,4726929,2511,715,1796,1613
timps,FALSE,4726779,2576,498,2078,1537
night,TRUE,4726458,2543,587,1956,1565
thowl,FALSE,4726391,2561,718,1843,1639.5
welkt,FALSE,4726296,2767,745,2022,1756
envoy,TRUE,4726253,2845,704,2141,1774.5
drugs,FALSE,4726183,2582,655,1927,1618.5
pavis,FALSE,4726006,2669,689,1980,1679
kaing,FALSE,4725827,2608,813,1795,1710.5
aglow,TRUE,4725507,2724,414,2310,1569
habus,FALSE,4725448,2630,548,2082,1589
thack,FALSE,4725141,2605,865,1740,1735
swami,TRUE,4724818,2666,796,1870,1731
polje,FALSE,4724780,2750,959,1791,1854.5
ceric,FALSE,4724304.5,2988,792,2196,1890
cadee,FALSE,4724158,2783,1319,1464,2051
oflag,FALSE,4723945,2737,365,2372,1551
topee,FALSE,4723861,2742,1228,1514,1985
crudy,FALSE,4723655,2529,1063,1466,1796
darzi,FALSE,4723613,2798,609,2189,1703.5
jiber,FALSE,4723562,2834,809,2025,1821.5
dicht,FALSE,4723383,2511,650,1861,1580.5
kilty,FALSE,4723166,2581,837,1744,1709
dusty,TRUE,4723063,2529,880,1649,1704.5
tenes,FALSE,4722919,2891,884,2007,1887.5
gyrus,FALSE,4722805,2629,419,2210,1524
froze,TRUE,4722602,2808,1091,1717,1949.5
imped,FALSE,4722536,2717,566,2151,1641.5
yeuks,FALSE,4722319,2750,504,2246,1627
arias,FALSE,4722141,3011,873,2138,1942
stoat,FALSE,4722072,2867,1103,1764,1985
fugle,FALSE,4722055,2668,975,1693,1821.5
tushy,FALSE,4722026,2538,807,1731,1672.5
pervy,FALSE,4721912,2805,957,1848,1881
easts,FALSE,4721725,3250,631,2619,1940.5
mowas,FALSE,4721687,2692,611,2081,1651.5
dikey,FALSE,4721537,2692,1007,1685,1849.5
gouty,FALSE,4721419,2514,1062,1452,1788
drums,FALSE,4721365,2580,647,1933,1613.5
coact,FALSE,4721243,2697,1189,1508,1943
agger,FALSE,4721025.5,3102,750,2352,1926
mamie,FALSE,4720759,2910,1054,1856,1982
wands,FALSE,4720657,2641,631,2010,1636
thilk,FALSE,4720355,2543,834,1709,1688.5
babel,FALSE,4720290,2880,1008,1872,1944
elbow,TRUE,4720162,2838,479,2359,1658.5
vegos,FALSE,4720071,2796,520,2276,1658
uncoy,FALSE,4719733,2545,672,1873,1608.5
ficos,FALSE,4719642,2593,562,2031,1577.5
fugie,FALSE,4719565,2667,971,1696,1819
aided,FALSE,4718994.5,2982,854,2128,1918
pagod,FALSE,4718191,2598,763,1835,1680.5
flosh,FALSE,4718104,2525,891,1634,1708
sebum,FALSE,4717930,2696,789,1907,1742.5
grypt,FALSE,4717801,2567,714,1853,1640.5
allot,TRUE,4717650.5,2897,839,2058,1868
scudi,FALSE,4717611,2540,651,1889,1595.5
kutis,FALSE,4717066,2591,511,2080,1551
kluge,FALSE,4716811,2663,886,1777,1774.5
baldy,FALSE,4716477,2611,1022,1589,1816.5
shere,FALSE,4716400.5,2890,1263,1627,2076.5
klang,FALSE,4716242,2609,751,1858,1680
haick,FALSE,4715941,2585,904,1681,1744.5
kiang,FALSE,4715265,2608,752,1856,1680
dalle,FALSE,4715096,2983,1113,1870,2048
sagum,FALSE,4714737,2582,861,1721,1721.5
divas,FALSE,4714469,2693,561,2132,1627
rasta,FALSE,4714071,3031,692,2339,1861.5
tenon,FALSE,4713864.5,2946,792,2154,1869
rumba,TRUE,4713763,2768,440,2328,1604
pling,FALSE,4713692,2491,832,1659,1661.5
esile,FALSE,4713668,2969,940,2029,1954.5
fauld,FALSE,4713606,2591,885,1706,1738
sorts,FALSE,4713202,2795,983,1812,1889
hoked,FALSE,4712806,2680,796,1884,1738
sooey,FALSE,4712442,2764,1571,1193,2167.5
spicy,TRUE,4712345,2476,1209,1267,1842.5
flype,FALSE,4712339,2674,840,1834,1757
chalk,TRUE,4712199,2586,924,1662,1755
prier,FALSE,4712186,2886,1205,1681,2045.5
alley,TRUE,4712160.5,3030,1136,1894,2083
fakey,FALSE,4712038,2791,1134,1657,1962.5
given,TRUE,4712033,2702,814,1888,1758
sista,FALSE,4711904,2841,851,1990,1846
ottar,FALSE,4711882,3086,604,2482,1845
bahus,FALSE,4711680,2630,604,2026,1617
amoks,FALSE,4711639,2700,514,2186,1607
sowth,FALSE,4711524,2531,949,1582,1740
crees,FALSE,4711511.5,2959,996,1963,1977.5
clink,TRUE,4711130,2495,960,1535,1727.5
dukes,FALSE,4710903,2703,663,2040,1683
smirk,TRUE,4710555,2602,935,1667,1768.5
grows,FALSE,4710190,2622,687,1935,1654.5
twang,TRUE,4710185,2620,723,1897,1671.5
fagin,FALSE,4709905,2613,795,1818,1704
carat,TRUE,4709668,2861,1081,1780,1971
waift,FALSE,4709537,2624,941,1683,1782.5
magic,TRUE,4709389,2602,667,1935,1634.5
stall,TRUE,4709137,2842,1068,1774,1955
gamic,FALSE,4709073,2602,669,1933,1635.5
decko,FALSE,4708906,2749,522,2227,1635.5
deify,FALSE,4708567,2697,1018,1679,1857.5
ticks,FALSE,4708461,2582,498,2084,1540
guyot,FALSE,4708441,2514,715,1799,1614.5
rager,FALSE,4708439,3102,1006,2096,2054
squat,TRUE,4708288,2680,952,1728,1816
futon,FALSE,4708284,2554,695,1859,1624.5
bafts,FALSE,4708264,2668,677,1991,1672.5
ambry,FALSE,4708038,2728,752,1976,1740
craal,FALSE,4708009,2842,1091,1751,1966.5
dingo,TRUE,4707624,2540,586,1954,1563
primy,FALSE,4707524,2545,1107,1438,1826
sirra,FALSE,4707508,3011,947,2064,1979
locks,FALSE,4707465,2589,514,2075,1551.5
frigs,FALSE,4707052,2609,781,1828,1695
trill,FALSE,4706861,2799,1000,1799,1899.5
clown,TRUE,4706770,2513,798,1715,1655.5
aread,FALSE,4706374,3172,866,2306,2019
umbra,TRUE,4706170,2768,344,2424,1556
hefty,TRUE,4705898,2726,839,1887,1782.5
hongi,FALSE,4705721,2549,574,1975,1561.5
yiked,FALSE,4705698,2692,656,2036,1674
sents,FALSE,4705633,2891,922,1969,1906.5
lunch,TRUE,4705399,2482,704,1778,1593
cubit,FALSE,4704630,2486,852,1634,1669
wagon,TRUE,4704600,2626,716,1910,1671
porgy,FALSE,4704464,2573,1024,1549,1798.5
suers,FALSE,4704459,2968,917,2051,1942.5
spaes,FALSE,4704369,2929,1088,1841,2008.5
sized,FALSE,4703702,2726,1015,1711,1870.5
craic,FALSE,4703008.5,2841,961,1880,1901
ernes,FALSE,4702642,3061,832,2229,1946.5
reens,FALSE,4702453.5,3061,742,2319,1901.5
gripy,FALSE,4702425,2547,1062,1485,1804.5
beigy,FALSE,4702394,2687,1121,1566,1904
prore,FALSE,4701950,2912,1229,1683,2070.5
hylic,FALSE,4701711,2539,393,2146,1466
vimen,FALSE,4701439,2700,754,1946,1727
atoll,TRUE,4701375,2897,780,2117,1838.5
doole,FALSE,4701337,2747,1220,1527,1983.5
flabs,FALSE,4701289,2649,704,1945,1676.5
seder,FALSE,4701283,2881,1213,1668,2047
areca,FALSE,4701281,3250,801,2449,2025.5
looey,FALSE,4700960,2794,1293,1501,2043.5
wolve,FALSE,4700871,2720,944,1776,1832
blind,TRUE,4700795,2482,940,1542,1711
gynos,FALSE,4700358,2558,445,2113,1501.5
kinda,FALSE,4699984,2678,494,2184,1586
nonet,FALSE,4699943,2946,1026,1920,1986
rests,FALSE,4699837,3178,602,2576,1890
grund,FALSE,4699449,2514,847,1667,1680.5
joint,TRUE,4699134,2564,1000,1564,1782
icier,FALSE,4698496,2988,870,2118,1929
scoug,FALSE,4698431,2496,773,1723,1634.5
fango,FALSE,4698125,2639,713,1926,1676
whist,FALSE,4697954,2505,917,1588,1711
atilt,FALSE,4697532,2871,899,1972,1885
linen,TRUE,4697266.5,2901,877,2024,1889
remix,FALSE,4696937,2875,574,2301,1724.5
detox,TRUE,4696819,2803,604,2199,1703.5
bachs,FALSE,4696690,2621,597,2024,1609
adsum,FALSE,4696452,2652,365,2287,1508.5
galvo,FALSE,4696205,2679,635,2044,1657
silky,TRUE,4695981,2532,1099,1433,1815.5
wyted,FALSE,4695721,2704,653,2051,1678.5
pawns,FALSE,4695482,2617,690,1927,1653.5
human,TRUE,4695171,2593,609,1984,1601
filth,TRUE,4695058,2548,728,1820,1638
brisk,TRUE,4694962,2571,990,1581,1780.5
gipon,FALSE,4694667,2516,637,1879,1576.5
pumas,FALSE,4694627,2628,588,2040,1608
capex,FALSE,4694574,2796,886,1910,1841
locum,FALSE,4694530,2524,547,1977,1535.5
forms,FALSE,4694356,2633,682,1951,1657.5
order,TRUE,4694155,2936,913,2023,1924.5
corky,FALSE,4693525,2577,1059,1518,1818
frize,FALSE,4693402,2782,1113,1669,1947.5
empty,TRUE,4692642,2784,671,2113,1727.5
stoor,FALSE,4692527,2795,1031,1764,1913
roded,FALSE,4692504.5,2936,895,2041,1915.5
gorge,TRUE,4692393.5,2866,1057,1809,1961.5
watch,TRUE,4692105,2597,789,1808,1693
gloms,FALSE,4691984,2537,664,1873,1600.5
vends,FALSE,4691780,2743,529,2214,1636
quirt,FALSE,4691650,2637,880,1757,1758.5
major,TRUE,4691389,2744,758,1986,1751
prese,FALSE,4691333.5,2857,1181,1676,2019
pombe,FALSE,4690877,2640,930,1710,1785
sajou,FALSE,4690840,2684,806,1878,1745
fisty,FALSE,4690250,2556,921,1635,1738.5
shack,TRUE,4689721,2556,1082,1474,1819
peter,FALSE,4689704,2906,1025,1881,1965.5
hongs,FALSE,4689227,2520,599,1921,1559.5
vibes,FALSE,4689050,2737,656,2081,1696.5
pitch,TRUE,4688772,2487,746,1741,1616.5
hoxes,FALSE,4688598,2763,714,2049,1738.5
musha,FALSE,4688507,2661,465,2196,1563
barre,FALSE,4687834,3069,1216,1853,2142.5
circa,TRUE,4687593,2841,779,2062,1810
pygal,FALSE,4687501,2620,551,2069,1585.5
vardy,FALSE,4687391,2682,943,1739,1812.5
dunam,FALSE,4687260,2584,641,1943,1612.5
fremd,FALSE,4686467,2768,766,2002,1767
gaspy,FALSE,4686367,2590,913,1677,1751.5
sered,FALSE,4686256,2881,1207,1674,2044
teels,FALSE,4686127.5,2989,766,2223,1877.5
piper,TRUE,4686069,2886,932,1954,1909
skyed,FALSE,4686016,2663,841,1822,1752
forze,FALSE,4685524,2808,1022,1786,1915
bekah,FALSE,4685432,2813,729,2084,1771
casky,FALSE,4685345,2594,1001,1593,1797.5
pixel,TRUE,4685070,2734,830,1904,1782
shrub,TRUE,4684998,2558,766,1792,1662
ranas,FALSE,4684369,2914,747,2167,1830.5
wilga,FALSE,4683679,2698,537,2161,1617.5
curdy,FALSE,4683553,2529,980,1549,1754.5
pikey,FALSE,4683380,2668,1038,1630,1853
gloze,FALSE,4683152,2712,1004,1708,1858
slunk,TRUE,4682936,2475,1027,1448,1751
dongs,FALSE,4682492,2511,641,1870,1576
eathe,FALSE,4682278,3011,939,2072,1975
haiku,FALSE,4682123,2594,695,1899,1644.5
doxes,FALSE,4681863,2754,756,1998,1755
sasin,FALSE,4681858,2724,1038,1686,1881
azoic,FALSE,4681751,2712,576,2136,1644
treed,FALSE,4681681.5,2930,1029,1901,1979.5
pavin,FALSE,4681658,2601,783,1818,1692
gowan,FALSE,4681611,2626,713,1913,1669.5
sprug,FALSE,4681560,2558,713,1845,1635.5
zesty,TRUE,4681540,2793,828,1965,1810.5
blaws,FALSE,4681406,2636,742,1894,1689
typic,FALSE,4680705,2525,419,2106,1472
gerle,FALSE,4680626,2841,1106,1735,1973.5
quota,TRUE,4680428,2735,656,2079,1695.5
aorta,TRUE,4680058,3086,786,2300,1936
feuds,FALSE,4679907,2708,648,2060,1678
limps,FALSE,4679877,2557,437,2120,1497
tells,FALSE,4679839,2989,701,2288,1845
suete,FALSE,4679730.5,2798,1292,1506,2045
salol,FALSE,4679700,2848,1070,1778,1959
blips,FALSE,4679455,2526,726,1800,1626
swith,FALSE,4679306,2505,954,1551,1729.5
vowel,TRUE,4679282,2720,822,1898,1771
naras,FALSE,4679223,2914,703,2211,1808.5
papes,FALSE,4679069,2929,858,2071,1893.5
fikes,FALSE,4678090,2730,704,2026,1717
jelab,FALSE,4677940,2907,548,2359,1727.5
ladle,TRUE,4677716,2983,1053,1930,2018
steen,FALSE,4677595.5,2891,1068,1823,1979.5
dozes,FALSE,4677341,2752,755,1997,1753.5
tough,TRUE,4677304,2476,808,1668,1642
gaucy,FALSE,4677201,2531,1100,1431,1815.5
putid,FALSE,4676530,2487,715,1772,1601
merle,FALSE,4676354,2839,1098,1741,1968.5
woman,TRUE,4676204,2624,716,1908,1670
lenes,FALSE,4676017,2872,823,2049,1847.5
axmen,FALSE,4676011,2850,664,2186,1757
turfy,FALSE,4675992,2585,897,1688,1741
cahow,FALSE,4675925,2603,660,1943,1631.5
bidon,FALSE,4675767,2507,712,1795,1609.5
unfit,TRUE,4675451,2528,556,1972,1542
oulks,FALSE,4675347,2598,430,2168,1514
skive,FALSE,4675210,2672,1112,1560,1892
lushy,FALSE,4675124,2519,746,1773,1632.5
wyled,FALSE,4675037,2685,654,2031,1669.5
moxie,FALSE,4675011,2711,980,1731,1845.5
subha,FALSE,4674982,2630,701,1929,1665.5
lered,FALSE,4674774,2911,929,1982,1920
swang,FALSE,4674765,2571,940,1631,1755.5
dedal,FALSE,4674696,2983,747,2236,1865
total,TRUE,4674358,2897,858,2039,1877.5
kaput,FALSE,4674232,2581,717,1864,1649
swoun,FALSE,4674000,2492,866,1626,1679
rejig,FALSE,4673863,2867,549,2318,1708
budas,FALSE,4673715,2621,633,1988,1627
fubar,FALSE,4673548,2677,754,1923,1715.5
mouth,TRUE,4673493,2474,829,1645,1651.5
varve,FALSE,4673444,2951,980,1971,1965.5
scurf,FALSE,4673268,2567,749,1818,1658
pukes,FALSE,4672746,2679,694,1985,1686.5
metre,FALSE,4672596,2858,1036,1822,1947
bapus,FALSE,4672584,2597,653,1944,1625
wrong,TRUE,4672550,2554,817,1737,1685.5
taxus,FALSE,4672512,2688,583,2105,1635.5
dhuti,FALSE,4672069,2520,570,1950,1545
gaums,FALSE,4671439,2582,688,1894,1635
hyoid,FALSE,4671248,2486,612,1874,1549
kugel,FALSE,4671245,2663,747,1916,1705
quats,FALSE,4671118,2680,691,1989,1685.5
meane,FALSE,4671052,2813,1262,1551,2037.5
blank,TRUE,4670618,2576,976,1600,1776
